id,name,description,external_url,Background,Background_Item,Body,Clothes,Head,Eyes,Mouth,Nose,Hair,Face_Accessory,Ear,Head_Accessory,Hand_Item,Favorite_Things,Doji,Buddy,Personality
11,METAKOZO MONSETRS#XXXX,"MetaKozo by MetaKoZoDao(MKD)

MetaKozo × BYBIT NFT Special collaboration NFT.

Holders will receive the right of access to MKD's future projects and physical events.
For more information on MKD and MetaKozo, please visit https://www.metakozo-dao.xyz/",https://metakozo-dao.xyz/,Code_White,None,TypeB,Jacket_Cyber_Black,TypeB,Cyber,Peco,TypeB,Asymmetry_TypeD_Black,None,TypeB,None,BTC,None,None,None,Impish
12,METAKOZO MONSETRS#XXXX,"MetaKozo by MetaKoZoDao(MKD)

MetaKozo × BYBIT NFT Special collaboration NFT.

Holders will receive the right of access to MKD's future projects and physical events.
For more information on MKD and MetaKozo, please visit https://www.metakozo-dao.xyz/",https://metakozo-dao.xyz/,Code_White,None,TypeB,Jacket_Cyber_Orangebelt_Black,TypeB,Normal,Peco,TypeB,Asymmetry_TypeD_Black,None,TypeB,None,ETH,None,None,None,Serious
13,METAKOZO MONSETRS#XXXX,"MetaKozo by MetaKoZoDao(MKD)

MetaKozo × BYBIT NFT Special collaboration NFT.

Holders will receive the right of access to MKD's future projects and physical events.
For more information on MKD and MetaKozo, please visit https://www.metakozo-dao.xyz/",https://metakozo-dao.xyz/,Mosaic_Black,None,TypeB,Jacket_Cyber_Orangebelt_Black,TypeB,Normal,Laugh,TypeB,Asymmetry_TypeF_Orange,None,TypeB,None,Lightsword_Orange,None,None,Owl_Gold,Lonely
14,METAKOZO MONSETRS#XXXX,"MetaKozo by MetaKoZoDao(MKD)

MetaKozo × BYBIT NFT Special collaboration NFT.

Holders will receive the right of access to MKD's future projects and physical events.
For more information on MKD and MetaKozo, please visit https://www.metakozo-dao.xyz/",https://metakozo-dao.xyz/,Mosaic_Black,None,TypeB,Jacket_Cyber_Orangebelt_Black,TypeB,Love_Orange,Laugh,TypeB,Asymmetry_TypeF_Orange,None,TypeB,Cap_BybitNFT_Black,Lightsword_Orange,None,None,Penguin_Gold,Modest
15,METAKOZO MONSETRS#XXXX,"MetaKozo by MetaKoZoDao(MKD)

MetaKozo × BYBIT NFT Special collaboration NFT.

Holders will receive the right of access to MKD's future projects and physical events.
For more information on MKD and MetaKozo, please visit https://www.metakozo-dao.xyz/",https://metakozo-dao.xyz/,Code_Orange,None,TypeB,Jacket_Cyber_Orangebelt_Black,TypeB,Bitcoin,Laugh,TypeB,Asymmetry_TypeF_Orange,None,TypeB,Cap_BybitNFT_Black,Lightsword_Orange,None,None,None,Bashful
16,METAKOZO MONSETRS#XXXX,"MetaKozo by MetaKoZoDao(MKD)

MetaKozo × BYBIT NFT Special collaboration NFT.

Holders will receive the right of access to MKD's future projects and physical events.
For more information on MKD and MetaKozo, please visit https://www.metakozo-dao.xyz/",https://metakozo-dao.xyz/,Code_Orange,None,TypeA,Coat_Cyber_Hoodie_Black,TypeA,Angry,Laugh,TypeA,Round_Bangs_Cut_Black,None,TypeA,Coin_Tower_Silver,Pickaxe,None,None,None,Adamant
17,METAKOZO MONSETRS#XXXX,"MetaKozo by MetaKoZoDao(MKD)

MetaKozo × BYBIT NFT Special collaboration NFT.

Holders will receive the right of access to MKD's future projects and physical events.
For more information on MKD and MetaKozo, please visit https://www.metakozo-dao.xyz/",https://metakozo-dao.xyz/,Logo_Lightgray,None,TypeA,Coat_Cyber_Hoodie_Black,TypeA,Cartoon_Black,Peco,TypeA,Round_Bangs_Cut_Black,None,TypeA,Coin_Tower_Gold,Pickaxe,None,None,None,Lonely
18,METAKOZO MONSETRS#XXXX,"MetaKozo by MetaKoZoDao(MKD)

MetaKozo × BYBIT NFT Special collaboration NFT.

Holders will receive the right of access to MKD's future projects and physical events.
For more information on MKD and MetaKozo, please visit https://www.metakozo-dao.xyz/",https://metakozo-dao.xyz/,Logo_Lightgray,None,TypeA,Suit_Powered_Black,TypeA,Star_Orange,Normal,TypeA,Round_Bangs_Orange,None,TypeA,Coin_Tower_Gold,Pickaxe,None,None,None,Adamant
19,METAKOZO MONSETRS#XXXX,"MetaKozo by MetaKoZoDao(MKD)

MetaKozo × BYBIT NFT Special collaboration NFT.

Holders will receive the right of access to MKD's future projects and physical events.
For more information on MKD and MetaKozo, please visit https://www.metakozo-dao.xyz/",https://metakozo-dao.xyz/,Circuit_Orange,None,TypeA,Suit_Powered_Black,TypeA,Love_Orange,Peco,TypeA,Round_Bangs_Orange,None,TypeA,Coin_Tower_Gold,Pickaxe,Robot_Chart,None,Chick_Gold,Adamant
20,METAKOZO MONSETRS#XXXX,"MetaKozo by MetaKoZoDao(MKD)

MetaKozo × BYBIT NFT Special collaboration NFT.

Holders will receive the right of access to MKD's future projects and physical events.
For more information on MKD and MetaKozo, please visit https://www.metakozo-dao.xyz/",https://metakozo-dao.xyz/,Circuit_Orange,None,TypeA,T-Shirt_BTC_Black,TypeA,Love_Orange,Stunned,TypeA,Round_Bangs_Orange,VR_Goggles_Cyber_BybitNFT,TypeA,Coin_Tower_Gold,Pickaxe,Robot_Chart,None,Piggy_Bank_Gold,Gentle
21,METAKOZO MONSETRS#XXXX,"MetaKozo by MetaKoZoDao(MKD)

MetaKozo × BYBIT NFT Special collaboration NFT.

Holders will receive the right of access to MKD's future projects and physical events.
For more information on MKD and MetaKozo, please visit https://www.metakozo-dao.xyz/",https://metakozo-dao.xyz/,Ring_Black,None,TypeA,Coat_Cyber_Hoodie_Orange,TypeA,Shine,Chuckle,TypeA,Round_Bangs_Orange_Black,None,TypeA,Headband_Cyber_Cat_Black,BTC,None,None,None,Geek
22,METAKOZO MONSETRS#XXXX,"MetaKozo by MetaKoZoDao(MKD)

MetaKozo × BYBIT NFT Special collaboration NFT.

Holders will receive the right of access to MKD's future projects and physical events.
For more information on MKD and MetaKozo, please visit https://www.metakozo-dao.xyz/",https://metakozo-dao.xyz/,Ring_Black,None,TypeB,MA-1_BTC_Black,TypeB,Sleeping_Orange,Chuckle,TypeB,Round_Bangs_Orange_Black,None,TypeB,Headband_Cyber_Cat_Black,Smartphone_White,None,None,None,Modest
23,METAKOZO MONSETRS#XXXX,"MetaKozo by MetaKoZoDao(MKD)

MetaKozo × BYBIT NFT Special collaboration NFT.

Holders will receive the right of access to MKD's future projects and physical events.
For more information on MKD and MetaKozo, please visit https://www.metakozo-dao.xyz/",https://metakozo-dao.xyz/,Code_Black,None,TypeB,T-Shirt_BybitNFT_White,TypeB,Sleeping_Orange,SmallSmile,TypeB,TwoBlock_Wave_Orangeline_Black,None,TypeB,None,Smartphone_White,None,None,None,Bashful
24,METAKOZO MONSETRS#XXXX,"MetaKozo by MetaKoZoDao(MKD)

MetaKozo × BYBIT NFT Special collaboration NFT.

Holders will receive the right of access to MKD's future projects and physical events.
For more information on MKD and MetaKozo, please visit https://www.metakozo-dao.xyz/",https://metakozo-dao.xyz/,Code_Black,None,TypeB,T-Shirt_BybitNFT_White,TypeB,Doubt,Chuckle,TypeB,Center_Parting_Orage,None,TypeB,Cap_BybitNFT_Black,None,None,None,None,Bashful
25,METAKOZO MONSETRS#XXXX,"MetaKozo by MetaKoZoDao(MKD)

MetaKozo × BYBIT NFT Special collaboration NFT.

Holders will receive the right of access to MKD's future projects and physical events.
For more information on MKD and MetaKozo, please visit https://www.metakozo-dao.xyz/",https://metakozo-dao.xyz/,Logo_Lightgray,None,TypeB,Tracksuit_BybitNFT_TypeA_White,TypeB,Shine,Chuckle,TypeB,Center_Parting_Orage,None,TypeB,Cap_BybitNFT_Black,None,None,None,None,Mild
26,METAKOZO MONSETRS#XXXX,"MetaKozo by MetaKoZoDao(MKD)

MetaKozo × BYBIT NFT Special collaboration NFT.

Holders will receive the right of access to MKD's future projects and physical events.
For more information on MKD and MetaKozo, please visit https://www.metakozo-dao.xyz/",https://metakozo-dao.xyz/,Logo_Lightgray,None,TypeB,Tracksuit_BybitNFT_TypeA_White,TypeB,Angry,Laugh,TypeB,Asymmetry_TypeA_Orange,None,TypeB,None,None,Robot_Chart,None,ChibiAlien_Angry_Gold,Modest
27,METAKOZO MONSETRS#XXXX,"MetaKozo by MetaKoZoDao(MKD)

MetaKozo × BYBIT NFT Special collaboration NFT.

Holders will receive the right of access to MKD's future projects and physical events.
For more information on MKD and MetaKozo, please visit https://www.metakozo-dao.xyz/",https://metakozo-dao.xyz/,Logo_Black,None,TypeB,T-Shirt_BTC_Orange,TypeB,Fire_Orange,Laugh,TypeB,Asymmetry_TypeA_Orange,None,TypeB,None,None,Robot_Chart,None,Chick_Gold,Docile
28,METAKOZO MONSETRS#XXXX,"MetaKozo by MetaKoZoDao(MKD)

MetaKozo × BYBIT NFT Special collaboration NFT.

Holders will receive the right of access to MKD's future projects and physical events.
For more information on MKD and MetaKozo, please visit https://www.metakozo-dao.xyz/",https://metakozo-dao.xyz/,Logo_Black,None,TypeB,T-Shirt_BTC_Orange,TypeB,Wink_Orange,Chuckle,TypeB,Asymmetry_TypeA_Orange,None,TypeB,None,BTC,None,None,None,Geek
29,METAKOZO MONSETRS#XXXX,"MetaKozo by MetaKoZoDao(MKD)

MetaKozo × BYBIT NFT Special collaboration NFT.

Holders will receive the right of access to MKD's future projects and physical events.
For more information on MKD and MetaKozo, please visit https://www.metakozo-dao.xyz/",https://metakozo-dao.xyz/,Logo_Black,None,TypeB,T-Shirt_BTC_Orange,TypeB,Wink_Orange,Peco,TypeB,Round_Orange,None,TypeB,None,None,None,None,None,Bashful
30,METAKOZO MONSETRS#XXXX,"MetaKozo by MetaKoZoDao(MKD)

MetaKozo × BYBIT NFT Special collaboration NFT.

Holders will receive the right of access to MKD's future projects and physical events.
For more information on MKD and MetaKozo, please visit https://www.metakozo-dao.xyz/",https://metakozo-dao.xyz/,Vortex_Neon_Orange,None,TypeB,Coat_Cyber_Hoodie_Orange,TypeB,Bitcoin,Smile,TypeB,Round_Orange,None,TypeB,None,None,None,None,None,Modest
31,METAKOZO MONSETRS#XXXX,"MetaKozo by MetaKoZoDao(MKD)

MetaKozo × BYBIT NFT Special collaboration NFT.

Holders will receive the right of access to MKD's future projects and physical events.
For more information on MKD and MetaKozo, please visit https://www.metakozo-dao.xyz/",https://metakozo-dao.xyz/,Vortex_Neon_Orange,None,TypeC,Coat_Cyber_Hoodie_Orange,TypeC,Crying,Smile,TypeC,Round_Orange,None,TypeC,None,Smartphone_White,Robot_Chart,None,None,Geek
32,METAKOZO MONSETRS#XXXX,"MetaKozo by MetaKoZoDao(MKD)

MetaKozo × BYBIT NFT Special collaboration NFT.

Holders will receive the right of access to MKD's future projects and physical events.
For more information on MKD and MetaKozo, please visit https://www.metakozo-dao.xyz/",https://metakozo-dao.xyz/,Bybit_Orange,None,TypeC,Suit_Cyber_Black,TypeC,Sleeping_Orange,Funny,TypeC,Asymmetry_TypeD_Black,None,TypeC,None,Pickaxe,Robot_Chart,None,None,Gentle
33,METAKOZO MONSETRS#XXXX,"MetaKozo by MetaKoZoDao(MKD)

MetaKozo × BYBIT NFT Special collaboration NFT.

Holders will receive the right of access to MKD's future projects and physical events.
For more information on MKD and MetaKozo, please visit https://www.metakozo-dao.xyz/",https://metakozo-dao.xyz/,Bybit_Orange,None,TypeC,Vest_Cyber_Orange,TypeC,Star_Orange,Funny,TypeC,Asymmetry_TypeD_Black,None,TypeC,None,TabletPC_Chart,None,None,ChibiAlien_Angry_Gold,Geek
34,METAKOZO MONSETRS#XXXX,"MetaKozo by MetaKoZoDao(MKD)

MetaKozo × BYBIT NFT Special collaboration NFT.

Holders will receive the right of access to MKD's future projects and physical events.
For more information on MKD and MetaKozo, please visit https://www.metakozo-dao.xyz/",https://metakozo-dao.xyz/,Bybit_Orange,None,TypeC,T-Shirt_ETH_White,TypeC,Star_Orange,Normal,TypeC,Asymmetry_TypeE_White,None,TypeC,None,Smartphone_White,None,None,None,Hardy
35,METAKOZO MONSETRS#XXXX,"MetaKozo by MetaKoZoDao(MKD)

MetaKozo × BYBIT NFT Special collaboration NFT.

Holders will receive the right of access to MKD's future projects and physical events.
For more information on MKD and MetaKozo, please visit https://www.metakozo-dao.xyz/",https://metakozo-dao.xyz/,Bybit_Orange,None,TypeC,T-Shirt_ETH_White,TypeC,Cyber,Laugh,TypeC,Asymmetry_TypeE_White,None,TypeC,Headband_Cyber_Cat_White,Smartphone_White,Robot_Chart,None,Penguin_Gold,Mild
36,METAKOZO MONSETRS#XXXX,"MetaKozo by MetaKoZoDao(MKD)

MetaKozo × BYBIT NFT Special collaboration NFT.

Holders will receive the right of access to MKD's future projects and physical events.
For more information on MKD and MetaKozo, please visit https://www.metakozo-dao.xyz/",https://metakozo-dao.xyz/,Bybit_Black,None,TypeC,T-Shirt_BybitNFT_White,TypeC,Star_Orange,Laugh,TypeC,Bundle_White,None,TypeC,Headband_Cyber_Cat_White,Smartphone_White,Robot_Chart,None,None,Serious
37,METAKOZO MONSETRS#XXXX,"MetaKozo by MetaKoZoDao(MKD)

MetaKozo × BYBIT NFT Special collaboration NFT.

Holders will receive the right of access to MKD's future projects and physical events.
For more information on MKD and MetaKozo, please visit https://www.metakozo-dao.xyz/",https://metakozo-dao.xyz/,Bybit_Black,None,TypeC,T-Shirt_BybitNFT_White,TypeC,Sleeping_Orange,Chuckle,TypeC,Center_Parting_Orage,None,TypeC,Cap_BybitNFT_Orange,Smartphone_White,Robot_Chart,None,None,Hardy
38,METAKOZO MONSETRS#XXXX,"MetaKozo by MetaKoZoDao(MKD)

MetaKozo × BYBIT NFT Special collaboration NFT.

Holders will receive the right of access to MKD's future projects and physical events.
For more information on MKD and MetaKozo, please visit https://www.metakozo-dao.xyz/",https://metakozo-dao.xyz/,Bybit_Black,None,TypeC,T-Shirt_BybitNFT_White,TypeC,Wink_Orange,Laugh,TypeC,Center_Parting_Orage,None,TypeC,Cap_BybitNFT_Orange,Lightsword_Orange,None,None,Chibi_Alien_Slime_Gold,Geek
39,METAKOZO MONSETRS#XXXX,"MetaKozo by MetaKoZoDao(MKD)

MetaKozo × BYBIT NFT Special collaboration NFT.

Holders will receive the right of access to MKD's future projects and physical events.
For more information on MKD and MetaKozo, please visit https://www.metakozo-dao.xyz/",https://metakozo-dao.xyz/,Bybit_Black,None,TypeC,MA-1_BTC_Black,TypeC,Wink_Orange,Peco,TypeC,Asymmetry_TypeF_Orange,None,TypeC,Cap_BybitNFT_Orange,Smartphone_White,None,None,ChibiAlien_Angry_Gold,Lonely
40,METAKOZO MONSETRS#XXXX,"MetaKozo by MetaKoZoDao(MKD)

MetaKozo × BYBIT NFT Special collaboration NFT.

Holders will receive the right of access to MKD's future projects and physical events.
For more information on MKD and MetaKozo, please visit https://www.metakozo-dao.xyz/",https://metakozo-dao.xyz/,Bybit_Black,None,TypeC,MA-1_BTC_Black,TypeC,Fire_Orange,Laugh,TypeC,Asymmetry_TypeF_Orange,None,TypeC,None,Pickaxe,None,None,Piggy_Bank_Gold,Bashful
41,METAKOZO MONSETRS#XXXX,"MetaKozo by MetaKoZoDao(MKD)

MetaKozo × BYBIT NFT Special collaboration NFT.

Holders will receive the right of access to MKD's future projects and physical events.
For more information on MKD and MetaKozo, please visit https://www.metakozo-dao.xyz/",https://metakozo-dao.xyz/,Bybit_Black,None,TypeC,Coat_Cyber_Hoodie_Orange,TypeC,Shine,Laugh,TypeC,Asymmetry_TypeD_Orange,None,TypeC,None,Pickaxe,None,None,None,Modest
42,METAKOZO MONSETRS#XXXX,"MetaKozo by MetaKoZoDao(MKD)

MetaKozo × BYBIT NFT Special collaboration NFT.

Holders will receive the right of access to MKD's future projects and physical events.
For more information on MKD and MetaKozo, please visit https://www.metakozo-dao.xyz/",https://metakozo-dao.xyz/,Bybit_Black,None,TypeC,Coat_Cyber_Hoodie_Orange,TypeC,Shine,Drool,TypeC,Rough_Short_White,VR_Goggles_Cyber_Linegraph,TypeC,None,Pickaxe,None,None,None,Serious
43,METAKOZO MONSETRS#XXXX,"MetaKozo by MetaKoZoDao(MKD)

MetaKozo × BYBIT NFT Special collaboration NFT.

Holders will receive the right of access to MKD's future projects and physical events.
For more information on MKD and MetaKozo, please visit https://www.metakozo-dao.xyz/",https://metakozo-dao.xyz/,Bybit_Black,None,TypeC,Down_Jacket_Cyber_White,TypeC,Shine,Drool,TypeC,Rough_Short_White,VR_Goggles_Cyber_Linegraph,TypeC,None,Lightsword_Orange,Robot_Chart,None,None,Modest
44,METAKOZO MONSETRS#XXXX,"MetaKozo by MetaKoZoDao(MKD)

MetaKozo × BYBIT NFT Special collaboration NFT.

Holders will receive the right of access to MKD's future projects and physical events.
For more information on MKD and MetaKozo, please visit https://www.metakozo-dao.xyz/",https://metakozo-dao.xyz/,Bybit_Black,None,TypeA,Down_Jacket_Cyber_White,TypeA,Shine,Laugh,TypeA,Rough_Short_White,VR_Goggles_Cyber_BybitNFT,TypeA,None,ETH,Robot_Chart,None,None,Adamant
45,METAKOZO MONSETRS#XXXX,"MetaKozo by MetaKoZoDao(MKD)

MetaKozo × BYBIT NFT Special collaboration NFT.

Holders will receive the right of access to MKD's future projects and physical events.
For more information on MKD and MetaKozo, please visit https://www.metakozo-dao.xyz/",https://metakozo-dao.xyz/,Bybit_Black,None,TypeA,Shirt_BybitNFT_White,TypeA,Shine,Peco,TypeA,Asymmetry_TypeA_White,VR_Goggles_Cyber_BybitNFT,TypeA,None,ETH,None,None,None,Serious
46,METAKOZO MONSETRS#XXXX,"MetaKozo by MetaKoZoDao(MKD)

MetaKozo × BYBIT NFT Special collaboration NFT.

Holders will receive the right of access to MKD's future projects and physical events.
For more information on MKD and MetaKozo, please visit https://www.metakozo-dao.xyz/",https://metakozo-dao.xyz/,Code_Black,None,TypeA,Shirt_BybitNFT_White,TypeA,Crying,Smile,TypeA,Asymmetry_TypeA_White,Cyber_Sunglasses,TypeA,None,Smartphone_White,None,None,None,Gentle
47,METAKOZO MONSETRS#XXXX,"MetaKozo by MetaKoZoDao(MKD)

MetaKozo × BYBIT NFT Special collaboration NFT.

Holders will receive the right of access to MKD's future projects and physical events.
For more information on MKD and MetaKozo, please visit https://www.metakozo-dao.xyz/",https://metakozo-dao.xyz/,Code_Black,None,TypeA,Tracksuit_BybitNFT_TypeB_Orange,TypeA,Swirl_Orange,Drool,TypeA,Asymmetry_TypeA_White,VR_Goggles_Cyber_BybitNFT,TypeA,None,Smartphone_White,None,None,None,Modest
48,METAKOZO MONSETRS#XXXX,"MetaKozo by MetaKoZoDao(MKD)

MetaKozo × BYBIT NFT Special collaboration NFT.

Holders will receive the right of access to MKD's future projects and physical events.
For more information on MKD and MetaKozo, please visit https://www.metakozo-dao.xyz/",https://metakozo-dao.xyz/,Logo_White,None,TypeC,Tracksuit_BybitNFT_TypeB_Orange,TypeC,Bitcoin,Drool,TypeC,Asymmetry_TypeC_Orange,None,TypeC,None,TabletPC_Chart,Robot_Chart,None,None,Docile
49,METAKOZO MONSETRS#XXXX,"MetaKozo by MetaKoZoDao(MKD)

MetaKozo × BYBIT NFT Special collaboration NFT.

Holders will receive the right of access to MKD's future projects and physical events.
For more information on MKD and MetaKozo, please visit https://www.metakozo-dao.xyz/",https://metakozo-dao.xyz/,Logo_White,None,TypeC,Coat_Cyber_Hoodie_Black,TypeC,Cartoon_Black,Laugh,TypeC,Asymmetry_TypeC_Orange,None,TypeC,None,TabletPC_Chart,Robot_Chart,None,Chick_Gold,Gentle
50,METAKOZO MONSETRS#XXXX,"MetaKozo by MetaKoZoDao(MKD)

MetaKozo × BYBIT NFT Special collaboration NFT.

Holders will receive the right of access to MKD's future projects and physical events.
For more information on MKD and MetaKozo, please visit https://www.metakozo-dao.xyz/",https://metakozo-dao.xyz/,Code_Black,None,TypeC,Coat_Cyber_Hoodie_Orange,TypeC,Cartoon_Black,Chuckle,TypeC,Asymmetry_TypeC_Orange,None,TypeC,None,TabletPC_Chart,Robot_Chart,None,Penguin_Gold,Serious
51,METAKOZO MONSETRS#XXXX,"MetaKozo by MetaKoZoDao(MKD)

MetaKozo × BYBIT NFT Special collaboration NFT.

Holders will receive the right of access to MKD's future projects and physical events.
For more information on MKD and MetaKozo, please visit https://www.metakozo-dao.xyz/",https://metakozo-dao.xyz/,Code_Black,None,TypeC,Jacket_Cyber_Orangebelt_Black,TypeC,Angry,Peco,TypeC,Asymmetry_TypeC_Cyber_Orange,None,TypeC,None,TabletPC_Chart,Robot_Chart,None,None,Geek
52,METAKOZO MONSETRS#XXXX,"MetaKozo by MetaKoZoDao(MKD)

MetaKozo × BYBIT NFT Special collaboration NFT.

Holders will receive the right of access to MKD's future projects and physical events.
For more information on MKD and MetaKozo, please visit https://www.metakozo-dao.xyz/",https://metakozo-dao.xyz/,Code_Orange,None,TypeC,Jacket_Cyber_Orangebelt_Black,TypeC,Cartoon_Black,Peco,TypeC,Round_Orange,None,TypeC,None,TabletPC_Chart,None,None,None,Relaxed
53,METAKOZO MONSETRS#XXXX,"MetaKozo by MetaKoZoDao(MKD)

MetaKozo × BYBIT NFT Special collaboration NFT.

Holders will receive the right of access to MKD's future projects and physical events.
For more information on MKD and MetaKozo, please visit https://www.metakozo-dao.xyz/",https://metakozo-dao.xyz/,Code_Orange,None,TypeC,T-Shirt_BybitNFT_White,TypeC,Cartoon_Black,Tongue,TypeC,Rough_Short_White,None,TypeC,None,TabletPC_Chart,None,None,Owl_Gold,Gentle
54,METAKOZO MONSETRS#XXXX,"MetaKozo by MetaKoZoDao(MKD)

MetaKozo × BYBIT NFT Special collaboration NFT.

Holders will receive the right of access to MKD's future projects and physical events.
For more information on MKD and MetaKozo, please visit https://www.metakozo-dao.xyz/",https://metakozo-dao.xyz/,Code_Orange,None,TypeC,T-Shirt_ETH_White,TypeC,Cartoon_Black,Chuckle,TypeC,Round_Bangs_Cut_Black,VR_Goggles_Cyber_BybitNFT,TypeC,Headband_Cyber_Cat_Black,TabletPC_Chart,None,None,Owl_Gold,Lonely
55,METAKOZO MONSETRS#XXXX,"MetaKozo by MetaKoZoDao(MKD)

MetaKozo × BYBIT NFT Special collaboration NFT.

Holders will receive the right of access to MKD's future projects and physical events.
For more information on MKD and MetaKozo, please visit https://www.metakozo-dao.xyz/",https://metakozo-dao.xyz/,Spark_Black,None,TypeC,T-Shirt_ETH_White,TypeC,Cartoon_Black,Normal,TypeC,Round_Bangs_Cut_Black,VR_Goggles_Cyber_BybitNFT,TypeC,Headband_Cyber_Cat_Black,ETH,None,None,None,Mild
